featurizer,dataset_and_task,n_valid,rogi
descriptor,DOCKSTRING/ACHE,10000,0.20518988464657562
descriptor,DOCKSTRING/ACHE,10000,0.16612908301659327
descriptor,DOCKSTRING/ACHE,10000,0.2082949864010592
descriptor,DOCKSTRING/CASP3,10000,0.18361950664269228
descriptor,DOCKSTRING/CASP3,10000,0.1760668882531462
descriptor,DOCKSTRING/CASP3,10000,0.17452735036067862
descriptor,DOCKSTRING/CASP3,10000,0.18843245719092122
descriptor,DOCKSTRING/CASP3,10000,0.17977105838070823
descriptor,DOCKSTRING/PTPN1,10000,0.1780494900958567
descriptor,DOCKSTRING/PTPN1,10000,0.16762699186429952
descriptor,DOCKSTRING/PTPN1,10000,0.1792116278770343
descriptor,DOCKSTRING/PTPN1,10000,0.1797214348394392
descriptor,DOCKSTRING/PTPN1,10000,0.18624763539948422
descriptor,DOCKSTRING/MMP13,10000,0.20955285942305446
descriptor,DOCKSTRING/MMP13,10000,0.19414530526735072
descriptor,DOCKSTRING/MMP13,10000,0.19518226505599567
descriptor,DOCKSTRING/MMP13,10000,0.19639307301146022
descriptor,DOCKSTRING/MMP13,10000,0.18673205043999636
descriptor,DOCKSTRING/CYP3A4,10000,0.08204165180598497
descriptor,DOCKSTRING/CYP3A4,10000,0.15447938175958278
descriptor,DOCKSTRING/CYP3A4,10000,0.1857885549796202
descriptor,DOCKSTRING/CYP3A4,10000,0.18508274574503253
descriptor,DOCKSTRING/CYP3A4,10000,0.059481836419318784
descriptor,DOCKSTRING/MAPK14,10000,0.18048151416881097
descriptor,DOCKSTRING/MAPK14,10000,0.17356178111749093
descriptor,DOCKSTRING/MAPK14,10000,0.1684658571402271
descriptor,DOCKSTRING/MAPK14,10000,0.18752464527721296
descriptor,DOCKSTRING/MAPK14,10000,0.1636933520226944
descriptor,DOCKSTRING/MAOB,10000,0.06302036846790401
descriptor,DOCKSTRING/MAOB,10000,0.03863238246556505
descriptor,DOCKSTRING/MAOB,10000,0.07107015575923734
descriptor,DOCKSTRING/MAOB,10000,0.06818562989683419
descriptor,DOCKSTRING/MAOB,10000,0.0739565968399378
descriptor,DOCKSTRING/ROCK1,10000,0.17596579899012843
descriptor,DOCKSTRING/ROCK1,10000,0.17773924691906223
descriptor,DOCKSTRING/ROCK1,10000,0.1812915662294275
descriptor,DOCKSTRING/ROCK1,10000,0.17383941601780256
descriptor,DOCKSTRING/ROCK1,10000,0.18919484125368857
descriptor,DOCKSTRING/MAP2K1,10000,0.18844888041731375
descriptor,DOCKSTRING/MAP2K1,10000,0.1735349372441901
descriptor,DOCKSTRING/MAP2K1,10000,0.18572199524382837
descriptor,DOCKSTRING/MAP2K1,10000,0.18892653765125472
descriptor,DOCKSTRING/MAP2K1,10000,0.1774524924873789
descriptor,DOCKSTRING/AR,10000,0.058039182266942185
descriptor,DOCKSTRING/AR,10000,0.052223074166530804
descriptor,DOCKSTRING/AR,10000,0.07254086500700413
descriptor,DOCKSTRING/AR,10000,0.033976870466414254
descriptor,DOCKSTRING/AR,10000,0.040707637745008324
descriptor,DOCKSTRING/THRB,10000,0.25142684597836806
descriptor,DOCKSTRING/THRB,10000,0.2432995695638695
descriptor,DOCKSTRING/THRB,10000,0.24786858252630314
descriptor,DOCKSTRING/THRB,10000,0.25106638686966565
descriptor,DOCKSTRING/THRB,10000,0.24607540925604032
descriptor,DOCKSTRING/HSD11B1,10000,0.21427884688679152
descriptor,DOCKSTRING/HSD11B1,10000,0.2001674415374098
descriptor,DOCKSTRING/HSD11B1,10000,0.22577765791218837
descriptor,DOCKSTRING/HSD11B1,10000,0.21497444358794068
descriptor,DOCKSTRING/HSD11B1,10000,0.22546900534379066
descriptor,DOCKSTRING/GBA,10000,0.05396076330294877
descriptor,DOCKSTRING/GBA,10000,0.03664675001851851
descriptor,DOCKSTRING/GBA,10000,0.07094332890139923
descriptor,DOCKSTRING/GBA,10000,0.13682413604932958
descriptor,DOCKSTRING/GBA,10000,0.11843421275345878
descriptor,DOCKSTRING/PARP1,10000,0.18294826169412665
descriptor,DOCKSTRING/PARP1,10000,0.1605543647593927
descriptor,DOCKSTRING/PARP1,10000,0.1909895483431717
descriptor,DOCKSTRING/PARP1,10000,0.18152706599222324
descriptor,DOCKSTRING/PARP1,10000,0.16758572336719615
descriptor,DOCKSTRING/MAPK1,10000,0.16654168237102776
descriptor,DOCKSTRING/MAPK1,10000,0.16546891125460794
descriptor,DOCKSTRING/MAPK1,10000,0.1753654058191988
descriptor,DOCKSTRING/MAPK1,10000,0.1630024930234723
descriptor,DOCKSTRING/MAPK1,10000,0.19441382024839654
descriptor,DOCKSTRING/KDR,10000,0.22016780394774405
descriptor,DOCKSTRING/KDR,10000,0.2160401127546755
descriptor,DOCKSTRING/KDR,10000,0.21575273287676733
descriptor,DOCKSTRING/KDR,10000,0.23538124081177653
descriptor,DOCKSTRING/KDR,10000,0.226412838254473
descriptor,DOCKSTRING/PLK1,10000,0.18682293724159693
descriptor,DOCKSTRING/PLK1,10000,0.16626270178774694
descriptor,DOCKSTRING/PLK1,10000,0.16289934708636944
descriptor,DOCKSTRING/PLK1,10000,0.15556391891587185
descriptor,DOCKSTRING/PLK1,10000,0.1930607679066879
descriptor,DOCKSTRING/DRD2,10000,0.17946913399781714
descriptor,DOCKSTRING/DRD2,10000,0.17886783295082054
descriptor,DOCKSTRING/DRD2,10000,0.17535869175313318
descriptor,DOCKSTRING/DRD2,10000,0.1861544246547276
descriptor,DOCKSTRING/DRD2,10000,0.19325364350670524
descriptor,DOCKSTRING/F10,10000,0.19482046632499353
descriptor,DOCKSTRING/F10,10000,0.1850731950689636
descriptor,DOCKSTRING/F10,10000,0.18901268774498442
descriptor,DOCKSTRING/F10,10000,0.17241825266960614
descriptor,DOCKSTRING/F10,10000,0.18709173147863387
descriptor,DOCKSTRING/NR3C1,10000,0.0798146606760301
descriptor,DOCKSTRING/NR3C1,10000,0.0918834251466158
descriptor,DOCKSTRING/NR3C1,10000,0.05896956370536094
descriptor,DOCKSTRING/NR3C1,10000,0.10578019295673713
descriptor,DOCKSTRING/NR3C1,10000,0.086278715008225
descriptor,DOCKSTRING/KIT,10000,0.19285130208165624
descriptor,DOCKSTRING/KIT,10000,0.1805979124808466
descriptor,DOCKSTRING/KIT,10000,0.1837925296251806
descriptor,DOCKSTRING/KIT,10000,0.17633540740262352
descriptor,DOCKSTRING/KIT,10000,0.1774378765440184
descriptor,DOCKSTRING/PPARA,10000,0.19898645732328224
descriptor,DOCKSTRING/PPARA,10000,0.18615006380284876
descriptor,DOCKSTRING/PPARA,10000,0.20650950459094036
descriptor,DOCKSTRING/PPARA,10000,0.17998550423450738
descriptor,DOCKSTRING/PPARA,10000,0.18269976823635375
descriptor,DOCKSTRING/PTK2,10000,0.16938094804836307
descriptor,DOCKSTRING/PTK2,10000,0.17061351810713699
descriptor,DOCKSTRING/PTK2,10000,0.17846760698055208
descriptor,DOCKSTRING/PTK2,10000,0.18239276008812239
descriptor,DOCKSTRING/PTK2,10000,0.17215833141659054
